Month,2006M01,2006M02,2006M03,2006M04,2006M05,2006M06,2006M07,2006M08,2006M09,2006M10,2006M11,2006M12,2007M01,2007M02,2007M03,2007M04,2007M05,2007M06,2007M07,2007M08,2007M09,2007M10,2007M11,2007M12,2008M01,2008M02,2008M03,2008M04,2008M05,2008M06,2008M07,2008M08,2008M09,2008M10,2008M11,2008M12,2009M01,2009M02,2009M03,2009M04,2009M05,2009M06,2009M07,2009M08,2009M09,2009M10,2009M11,2009M12,2010M01,2010M02,2010M03,2010M04,2010M05,2010M06,2010M07,2010M08,2010M09,2010M10,2010M11,2010M12,2011M01,2011M02,2011M03,2011M04,2011M05,2011M06,2011M07,2011M08,2011M09,2011M10,2011M11,2011M12,2012M01,2012M02,2012M03,2012M04,2012M05,2012M06,2012M07,2012M08,2012M09,2012M10,2012M11,2012M12,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04
CPI,279.59,280.9,282.89,284.32,284.76,284.68,284.19,284.38,286.04,286.07,286.43,286.43,285.01,286.45,288.33,289.79,289.48,289.95,289.49,289.41,292.3,293.85,295.75,296.32,294.09,295.28,298.08,299.67,300.99,302.45,302.11,301.98,305.08,305.56,303.06,298.99,297.88,297.95,298.8,299.26,299.45,300.17,298.8,299.42,300.35,301.11,301.03,301.69,299.79,301.59,302.32,302.36,302.92,302.97,302.04,302.06,304.6,305.57,306.58,308.73,306.15,308.02,310.11,311.44,312.02,311.28,311.13,311.23,313.41,313.42,314.16,314.78,311.85,313.92,314.8,315.49,315.23,314.45,313.23,313.55,314.81,314.59,313.82,314.61,312,313.39,314.65,314.03,314.54,313.99,313.55,313.84,315.05,314.4,314.2,315.04,311.39,312.7,312.68,313.89,314.05,314.7,313.67,313.35,313.85,314.02,313.56,314.05,310.75,312.93,313.19,313.16,314.24,313.33,313.43,312.81,314.06,314.29,313.75,314.21,313.13,314.14,315.7,315.64,316.21,316.54,316.73,316.38,316.91,318,318.1,319.68,317.5,319.73,319.68,321.54,321.74,321.97,323.69,323.18,323.62,323.38,324.04,325.23,322.51,324.87,325.76,327.1,327.86,328.62,330.33,329.63,331.14,330.72,330.4,331.87,328.56,331.02,331.79,334.11,334.95,334.47,335.8,334.39,335.95,336.04,336.36,337.68,332.82,334.47,333.91,332.9
