,,U.S. Census Bureau
,,Source: Manufacturing and Trade Inventories and Sales
,,Manufacturers: U.S. Total
,,Seasonally Adjusted Sales - Monthly [Millions of Dollars]
,,Period: 1992 to 2020
,,"Data Extracted on: May 27, 2020 (3:49 pm)"
,,
Period,Value,
Jan-1992,"227,721",
Feb-1992,"228,860",
Mar-1992,"238,604",
Apr-1992,"239,877",
May-1992,"243,732",
Jun-1992,"245,693",
Jul-1992,"245,608",
Aug-1992,"242,874",
Sep-1992,"244,894",
Oct-1992,"243,190",
Nov-1992,"246,901",
Dec-1992,"248,199",
Jan-1993,"247,812",
Feb-1993,"249,517",
Mar-1993,"250,346",
Apr-1993,"248,681",
May-1993,"251,798",
Jun-1993,"253,388",
Jul-1993,"248,759",
Aug-1993,"249,283",
Sep-1993,"252,679",
Oct-1993,"256,449",
Nov-1993,"255,017",
Dec-1993,"256,087",
Jan-1994,"259,834",
Feb-1994,"261,152",
Mar-1994,"261,862",
Apr-1994,"263,499",
May-1994,"266,632",
Jun-1994,"268,116",
Jul-1994,"271,246",
Aug-1994,"273,778",
Sep-1994,"272,898",
Oct-1994,"276,184",
Nov-1994,"279,548",
Dec-1994,"286,731",
Jan-1995,"286,480",
Feb-1995,"288,455",
Mar-1995,"284,903",
Apr-1995,"289,640",
May-1995,"285,641",
Jun-1995,"288,557",
Jul-1995,"287,862",
Aug-1995,"289,737",
Sep-1995,"295,286",
Oct-1995,"292,655",
Nov-1995,"291,561",
Dec-1995,"300,609",
Jan-1996,"286,897",
Feb-1996,"282,115",
Mar-1996,"294,562",
Apr-1996,"295,365",
May-1996,"299,775",
Jun-1996,"303,281",
Jul-1996,"300,234",
Aug-1996,"301,541",
Sep-1996,"305,155",
Oct-1996,"301,294",
Nov-1996,"308,575",
Dec-1996,"307,211",
Jan-1997,"307,245",
Feb-1997,"314,468",
Mar-1997,"315,502",
Apr-1997,"318,065",
May-1997,"315,083",
Jun-1997,"320,189",
Jul-1997,"322,797",
Aug-1997,"323,033",
Sep-1997,"323,085",
Oct-1997,"322,444",
Nov-1997,"328,845",
Dec-1997,"325,351",
Jan-1998,"321,264",
Feb-1998,"329,617",
Mar-1998,"328,480",
Apr-1998,"324,127",
May-1998,"326,081",
Jun-1998,"318,990",
Jul-1998,"316,408",
Aug-1998,"323,533",
Sep-1998,"325,676",
Oct-1998,"327,376",
Nov-1998,"328,263",
Dec-1998,"327,621",
Jan-1999,"329,778",
Feb-1999,"332,449",
Mar-1999,"328,330",
Apr-1999,"330,637",
May-1999,"334,737",
Jun-1999,"333,629",
Jul-1999,"334,383",
Aug-1999,"339,874",
Sep-1999,"338,283",
Oct-1999,"343,993",
Nov-1999,"342,887",
Dec-1999,"344,275",
Jan-2000,"352,617",
Feb-2000,"339,991",
Mar-2000,"349,386",
Apr-2000,"355,440",
May-2000,"349,201",
Jun-2000,"354,776",
Jul-2000,"351,342",
Aug-2000,"346,480",
Sep-2000,"356,101",
Oct-2000,"348,744",
Nov-2000,"346,841",
Dec-2000,"351,481",
Jan-2001,"342,456",
Feb-2001,"346,340",
Mar-2001,"339,850",
Apr-2001,"330,760",
May-2001,"337,868",
Jun-2001,"331,263",
Jul-2001,"327,673",
Aug-2001,"330,587",
Sep-2001,"321,971",
Oct-2001,"320,055",
Nov-2001,"320,020",
Dec-2001,"322,366",
Jan-2002,"320,227",
Feb-2002,"320,048",
Mar-2002,"321,653",
Apr-2002,"326,961",
May-2002,"329,124",
Jun-2002,"328,792",
Jul-2002,"325,136",
Aug-2002,"329,890",
Sep-2002,"330,380",
Oct-2002,"329,569",
Nov-2002,"330,925",
Dec-2002,"324,666",
Jan-2003,"329,775",
Feb-2003,"333,300",
Mar-2003,"335,969",
Apr-2003,"325,729",
May-2003,"329,152",
Jun-2003,"332,387",
Jul-2003,"335,641",
Aug-2003,"333,478",
Sep-2003,"339,451",
Oct-2003,"340,292",
Nov-2003,"340,813",
Dec-2003,"340,662",
Jan-2004,"340,904",
Feb-2004,"342,437",
Mar-2004,"352,405",
Apr-2004,"350,787",
May-2004,"353,584",
Jun-2004,"356,098",
Jul-2004,"355,168",
Aug-2004,"361,544",
Sep-2004,"362,733",
Oct-2004,"370,763",
Nov-2004,"372,665",
Dec-2004,"376,171",
Jan-2005,"383,451",
Feb-2005,"382,856",
Mar-2005,"383,330",
Apr-2005,"391,914",
May-2005,"388,713",
Jun-2005,"390,608",
Jul-2005,"388,894",
Aug-2005,"397,874",
Sep-2005,"404,626",
Oct-2005,"407,023",
Nov-2005,"408,759",
Dec-2005,"415,629",
Jan-2006,"416,522",
Feb-2006,"414,555",
Mar-2006,"417,841",
Apr-2006,"412,824",
May-2006,"422,874",
Jun-2006,"422,097",
Jul-2006,"414,867",
Aug-2006,"423,317",
Sep-2006,"413,563",
Oct-2006,"411,428",
Nov-2006,"416,349",
Dec-2006,"430,529",
Jan-2007,"419,659",
Feb-2007,"428,068",
Mar-2007,"435,143",
Apr-2007,"436,627",
May-2007,"443,567",
Jun-2007,"443,310",
Jul-2007,"442,233",
Aug-2007,"444,639",
Sep-2007,"446,591",
Oct-2007,"452,902",
Nov-2007,"464,640",
Dec-2007,"462,685",
Jan-2008,"467,796",
Feb-2008,"466,470",
Mar-2008,"461,916",
Apr-2008,"474,878",
May-2008,"476,054",
Jun-2008,"481,983",
Jul-2008,"481,376",
Aug-2008,"467,945",
Sep-2008,"452,834",
Oct-2008,"433,452",
Nov-2008,"401,926",
Dec-2008,"381,577",
Jan-2009,"367,956",
Feb-2009,"369,727",
Mar-2009,"359,043",
Apr-2009,"353,526",
May-2009,"354,419",
Jun-2009,"361,785",
Jul-2009,"362,695",
Aug-2009,"367,765",
Sep-2009,"374,223",
Oct-2009,"379,039",
Nov-2009,"386,115",
Dec-2009,"391,545",
Jan-2010,"395,422",
Feb-2010,"393,392",
Mar-2010,"401,354",
Apr-2010,"405,251",
May-2010,"403,383",
Jun-2010,"403,821",
Jul-2010,"408,984",
Aug-2010,"410,323",
Sep-2010,"414,894",
Oct-2010,"419,716",
Nov-2010,"423,852",
Dec-2010,"434,051",
Jan-2011,"442,185",
Feb-2011,"441,993",
Mar-2011,"457,808",
Apr-2011,"456,652",
May-2011,"454,753",
Jun-2011,"457,756",
Jul-2011,"461,820",
Aug-2011,"462,206",
Sep-2011,"461,059",
Oct-2011,"464,356",
Nov-2011,"466,866",
Dec-2011,"468,843",
Jan-2012,"472,359",
Feb-2012,"476,724",
Mar-2012,"476,908",
Apr-2012,"474,011",
May-2012,"474,894",
Jun-2012,"465,982",
Jul-2012,"467,376",
Aug-2012,"471,247",
Sep-2012,"476,403",
Oct-2012,"476,179",
Nov-2012,"480,351",
Dec-2012,"479,414",
Jan-2013,"481,645",
Feb-2013,"489,832",
Mar-2013,"480,906",
Apr-2013,"477,135",
May-2013,"482,682",
Jun-2013,"480,497",
Jul-2013,"480,436",
Aug-2013,"485,416",
