Select time,,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20
total,15 years and over,8.3,8,8.2,8.1,8.1,7.8,7.8,7.7,7.9,7.9,8.1,7.8,7.7,7.9,7.8,7.9,7.6,7.8,7.5,7.5,7.7,7.8,7.5,7.5,7.3,7.3,7.1,7,7,6.7,6.5,6.7,6.7,6.6,6.5,6.2,6.2,6,6,5.8,6.1,5.9,6.3,6.1,6.1,6.1,6.3,6.6,6.6,6.6,6.5,6.8,6.8,6.8,6.6,6.7,6.8,6.9,7,6.8,7.2,7.2,7.6,7.4,7.3,7.6,7.8,7.9,8.2,8.1,8.1,8.3,8.4,8.5,8.4,8.6,8.5,8.4,8.3,8.2,8.2,8.4,8.2,8.1,8,7.9,8,7.8,8.1,8.1,8.3,8.4,8.8,8.7,9.2,9.5,9.6,9.9,10.4,10.5,10.5,10.7,10.7,10.8,11,11.4,11.3,11.4,11.8,11.9,11.8,12,12.2,12.2,12,12.3,12.4,12.3,12.3,12.5,12.8,12.8,12.6,12.6,12.6,12.1,12.6,12.4,12.7,12.8,13.1,12.3,12.4,12.3,12.5,12.2,12.2,12.2,11.7,11.4,11.4,11.6,11.4,11.6,11.5,11.7,11.5,11.7,11.5,11.7,11.6,11.5,11.8,11.7,11.9,11.8,11.7,11.4,11.5,11.1,11.4,11.1,11.4,11.4,11.2,11.1,11,10.9,11,10.8,10.9,10.9,10.6,10.8,10.4,10.2,10.3,10.7,10.5,10.3,10.4,10.4,10.4,10.1,10,9.8,9.9,9.6,9.8,9.6,9.5,9.6,9.5,9.3,8.4
