1990,4.4,3.9,3.9,3.8,3.5,3.2,3.0,3.1,3.0,3.4,4.6,4.8,3.7
1991,5.5,5.9,5.4,4.6,4.7,4.4,4.4,4.5,4.5,4.3,4.8,5.1,4.8
1992,6.5,6.7,6.4,5.7,5.8,5.6,5.3,5.3,4.9,4.6,5.1,5.4,5.6
1993,6.2,6.2,6.5,5.7,4.8,4.8,4.8,4.7,4.6,4.3,4.0,4.4,5.1
1994,4.9,5.3,4.3,4.2,3.5,4.1,4.1,3.8,3.5,3.4,3.7,3.4,4.0
1995,3.8,3.9,4.3,3.7,3.3,3.2,3.3,3.1,3.0,3.0,3.3,3.5,3.5
1996,4.2,4.2,4.0,3.9,3.5,3.2,3.0,2.9,3.1,3.1,3.3,3.3,3.5
1997,4.3,3.7,3.6,3.2,3.0,3.1,3.1,2.6,2.8,2.9,2.5,3.0,3.1
1998,3.6,3.3,3.5,3.1,2.6,2.8,2.8,2.3,2.4,2.2,2.3,2.7,2.8
1999,3.3,3.5,2.9,2.6,2.2,2.3,2.3,2.3,2.4,2.3,2.5,2.9,2.6
2000,3.3,2.9,2.4,2.2,1.9,2.3,2.3,2.5,2.3,2.2,2.3,2.6,2.4
2001,3.4,3.3,3.2,3.1,2.4,2.8,2.9,3.1,2.8,3.5,3.9,4.0,3.2
2002,5.1,4.8,4.5,4.4,3.9,4.2,3.8,3.9,3.6,3.6,4.1,4.8,4.2
2003,5.4,5.4,5.2,4.7,4.1,4.0,4.0,4.0,3.8,3.9,4.3,4.1,4.4
2004,4.9,4.4,4.4,4.0,3.6,3.6,3.6,3.5,3.2,3.4,3.7,4.1,3.9
2005,4.6,4.2,3.9,3.1,3.1,3.1,3.4,2.9,3.1,3.2,3.3,3.7,3.5
2006,3.9,4.0,3.8,3.2,3.2,2.7,3.0,2.9,2.4,2.3,2.4,3.1,3.1
2007,3.5,3.9,3.6,3.3,2.9,2.8,3.1,2.7,2.6,2.8,2.9,3.6,3.1
2008,4.0,4.2,4.0,3.9,3.5,3.5,3.7,3.8,4.2,4.2,5.1,6.7,4.2
2009,8.2,8.7,8.3,7.5,7.4,7.8,8.1,8.0,8.2,8.0,8.7,9.5,8.2
2010,10.1,10.0,9.8,8.6,7.8,7.9,7.8,8.1,7.6,7.5,8.7,8.8,8.6
2011,9.0,8.7,8.6,7.7,7.4,7.0,7.1,6.7,6.8,6.7,6.5,6.7,7.4
2012,7.1,7.3,6.7,6.1,6.2,5.9,6.1,6.0,5.6,5.7,5.9,6.0,6.2
2013,6.8,6.5,6.1,6.1,6.0,5.4,5.2,5.3,5.3,5.6,5.5,5.2,5.7
2014,5.9,6.0,5.3,4.5,4.2,3.7,3.5,3.9,3.6,3.5,4.1,4.2,4.4
2015,4.5,4.5,4.0,4.0,3.5,3.1,3.3,3.5,3.0,3.3,3.1,3.7,3.6
2016,3.9,3.8,4.0,3.5,3.0,3.0,3.4,3.3,3.1,3.0,3.1,3.4,3.4
2017,3.6,3.4,3.5,2.8,2.8,3.0,3.1,3.4,2.8,2.5,2.5,3.0,3.0
2018,3.7,3.2,3.2,2.7,2.6,2.8,2.7,2.4,2.4,2.4,2.4,3.2,2.8
2019,3.3,3.4,3.3,2.7,2.4,2.6,2.7,2.8,2.5,2.2,2.0,2.6,2.7
2020,2.9,2.9,3.5,11.3,,,,,,,,,
