Labor Force Statistics from the Current Population Survey,,,,,,,,,,,,,
Original Data Value,,,,,,,,,,,,,
,,,,,,,,,,,,,
Series Id:,LNU04000190,,,,,,,,,,,,
Not Seasonally Adjusted,,,,,,,,,,,,,
Series title:,"(Unadj) Unemployment Rate - 55-64 yrs., Men",,,,,,,,,,,,
Labor force status:,Unemployment rate,,,,,,,,,,,,
Type of data:,Percent or rate,,,,,,,,,,,,
Age:,55 to 64 years,,,,,,,,,,,,
Sex:,Men,,,,,,,,,,,,
Years:,1948 to 2020,,,,,,,,,,,,
,,,,,,,,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
1948,3.7,3.9,3.2,3.3,2.8,2.4,2.7,2.8,2.5,2.4,3.4,3.6,3.1
1949,4.7,5.9,5.7,5.1,5.1,4.8,6.0,5.6,5.5,5.5,5.2,5.5,5.4
1950,7.1,7.7,7.3,6.9,5.0,5.3,4.3,3.1,2.7,2.8,3.1,4.1,4.9
1951,4.8,4.8,3.3,3.1,2.4,2.4,2.4,1.8,1.7,2.3,2.0,2.3,2.8
1952,3.3,3.1,3.0,2.4,2.3,2.3,2.8,2.4,1.9,1.6,2.0,2.2,2.4
1953,3.7,3.9,3.0,2.9,2.3,1.8,3.0,2.2,2.1,2.0,3.2,3.4,2.8
1954,4.7,5.3,5.3,5.2,4.6,4.5,4.4,3.7,3.9,3.7,4.1,4.6,4.5
1955,5.9,6.1,5.4,5.1,4.0,4.3,3.8,3.8,3.0,3.6,3.5,3.5,4.3
1956,4.8,4.6,4.2,4.2,3.6,3.1,3.0,2.3,2.6,2.3,3.3,4.0,3.5
1957,4.2,4.4,4.3,3.6,3.6,2.9,2.8,3.1,2.9,2.9,3.5,4.2,3.5
1958,5.2,6.4,6.7,6.3,5.8,5.0,5.3,5.1,4.6,4.5,5.5,6.1,5.5
1959,6.3,6.1,5.9,4.7,4.2,3.1,3.9,3.4,3.2,4.2,4.5,4.8,4.5
1960,5.6,5.4,5.5,4.7,3.9,4.1,4.1,4.5,3.8,4.1,4.4,5.1,4.6
1961,6.6,6.8,6.9,6.0,5.5,4.7,5.8,5.8,5.1,4.5,5.2,6.0,5.7
1962,6.2,5.3,5.3,4.5,4.2,3.6,4.0,4.0,3.7,3.8,4.8,5.5,4.6
1963,5.8,6.3,5.3,4.6,3.8,3.9,3.7,3.3,3.1,3.4,3.9,4.9,4.3
1964,5.6,5.3,4.9,4.1,3.4,3.3,3.2,3.4,3.6,3.4,3.2,3.6,3.9
1965,4.4,4.3,4.0,3.4,2.7,2.8,2.7,3.3,2.8,2.8,2.9,3.1,3.3
1966,3.9,3.9,3.4,2.8,2.7,2.0,2.3,2.4,1.9,1.7,2.1,2.4,2.6
1967,3.4,2.9,2.8,2.4,2.3,2.0,2.0,2.2,1.6,1.9,2.3,2.5,2.3
1968,2.9,2.8,2.2,1.5,1.7,1.6,1.7,1.6,1.6,1.6,1.6,1.7,1.9
1969,2.1,2.2,2.0,1.8,1.3,1.5,1.6,1.7,1.6,1.8,1.7,2.4,1.8
1970,2.5,2.9,3.2,2.9,2.8,2.3,2.3,2.6,2.6,2.5,3.0,3.6,2.8
1971,4.6,4.8,4.1,3.9,3.3,3.0,2.7,2.9,2.5,2.4,2.8,3.2,3.3
1972,3.9,4.0,4.2,3.6,3.2,3.0,2.7,3.0,2.4,2.8,2.1,3.0,3.2
1973,3.0,2.8,2.8,2.6,2.4,2.2,2.2,2.1,1.9,2.2,2.4,2.4,2.4
1974,3.0,3.5,2.7,2.4,2.0,2.1,2.3,2.5,2.2,2.2,2.5,3.6,2.6
1975,4.6,5.1,5.2,4.8,4.2,3.8,3.8,3.8,3.7,3.8,4.2,4.6,4.3
1976,4.6,5.3,5.4,4.8,3.9,4.0,3.6,3.8,3.7,3.5,3.9,3.9,4.2
1977,4.2,5.4,4.6,3.9,3.3,2.7,2.8,2.8,3.0,3.3,3.2,3.5,3.6
1978,3.4,4.0,3.5,3.2,2.6,2.4,2.5,2.1,2.2,2.5,2.4,2.4,2.8
1979,3.0,3.4,3.1,2.9,2.5,2.6,3.0,2.7,2.2,2.2,2.6,2.6,2.7
1980,3.8,3.5,3.6,3.6,3.4,3.4,3.4,3.4,3.2,2.8,3.0,3.2,3.4
1981,4.0,4.3,4.0,3.5,3.5,3.4,3.5,3.5,3.2,3.1,3.4,4.2,3.6
1982,5.4,5.8,5.8,5.7,5.0,5.5,5.1,5.5,4.7,5.2,5.5,6.4,5.5
1983,7.2,7.4,7.5,7.5,6.1,5.7,5.5,5.3,4.9,5.0,5.2,5.6,6.1
1984,6.2,6.0,6.1,5.3,4.6,4.6,4.7,4.6,4.5,4.5,4.6,4.9,5.0
1985,5.1,5.0,4.6,4.6,4.2,4.5,4.4,3.8,3.9,3.9,3.9,4.2,4.3
1986,4.8,5.3,5.1,4.5,3.7,3.9,3.8,4.0,4.1,4.3,4.1,4.3,4.3
1987,4.4,4.0,4.3,4.2,4.1,3.6,3.3,3.2,3.2,3.3,3.7,3.3,3.7
1988,4.6,4.2,4.3,3.7,3.8,3.0,2.8,3.3,2.8,2.9,3.3,3.4,3.5
1989,4.1,4.0,3.6,3.3,3.3,3.0,2.9,3.1,3.3,3.0,3.5,4.1,3.5
