1990,4.6,4.2,4.1,3.9,3.5,3.6,3.8,3.7,3.8,3.9,4.7,4.9,4.1
1991,5.8,6.2,6.2,5.8,5.3,5.2,5.1,5.0,4.9,5.0,5.5,5.8,5.5
1992,7.3,7.5,6.8,5.9,5.6,5.6,5.7,5.6,5.4,5.7,5.8,6.2,6.1
1993,6.8,6.8,6.7,5.9,5.3,5.4,5.2,4.8,4.7,5.1,5.0,5.4,5.6
1994,6.1,5.9,5.9,4.7,3.9,4.1,4.1,4.1,4.0,3.8,3.8,4.0,4.5
1995,5.4,4.9,4.6,4.5,4.2,3.9,3.9,4.0,3.5,3.7,4.1,4.2,4.2
1996,4.9,4.7,4.8,4.5,3.8,3.5,3.6,3.5,3.8,3.4,3.8,3.9,4.0
1997,5.2,4.9,4.6,4.1,3.1,3.3,3.2,3.1,3.1,3.0,2.8,3.5,3.6
1998,4.0,3.4,3.6,2.9,2.8,2.8,2.8,2.8,2.6,2.7,2.6,3.1,3.0
1999,3.4,3.5,3.0,2.8,3.0,2.7,2.7,2.6,2.5,2.3,2.3,2.6,2.8
2000,3.3,3.5,3.2,2.7,2.4,2.7,2.4,2.4,2.3,2.4,2.7,3.0,2.8
2001,3.5,3.5,3.6,3.3,3.2,3.1,3.4,3.3,3.4,3.9,4.2,4.4,3.6
2002,5.4,4.9,5.0,4.5,4.1,3.8,4.3,4.0,3.9,4.4,4.9,4.9,4.5
2003,5.7,5.9,5.6,5.2,4.9,5.0,4.8,4.6,4.3,4.4,4.8,4.7,5.0
2004,5.2,5.2,5.3,4.2,3.8,4.2,4.0,3.9,3.8,3.7,4.0,4.1,4.3
2005,4.5,4.8,4.3,3.5,3.6,3.3,3.1,3.3,3.0,3.1,3.6,3.8,3.7
2006,3.8,3.7,4.1,3.5,3.0,3.0,3.0,3.2,3.0,2.5,3.3,3.7,3.3
2007,4.0,4.0,3.8,3.2,2.7,2.7,3.2,2.9,2.9,3.0,3.2,3.9,3.3
2008,4.2,4.0,4.2,4.0,3.7,4.2,4.5,4.5,5.1,5.1,5.3,6.5,4.6
2009,7.9,8.5,9.0,8.4,8.4,8.2,8.2,8.7,8.8,9.3,9.0,9.4,8.6
2010,10.4,10.8,9.9,8.6,7.9,7.5,7.6,7.5,7.9,7.5,7.5,8.3,8.5
2011,8.8,8.6,8.2,7.2,6.9,7.4,6.8,7.5,7.2,6.9,6.7,7.0,7.4
2012,7.4,7.3,7.3,6.4,6.1,6.5,6.1,5.9,5.8,5.6,5.8,6.4,6.4
2013,7.1,6.7,6.2,5.6,5.7,5.3,5.4,5.3,5.4,5.3,5.7,5.6,5.8
2014,5.7,5.8,5.4,4.6,4.8,4.1,4.5,4.6,3.7,3.8,4.0,4.5,4.6
2015,5.1,4.9,4.5,3.9,4.1,3.7,3.6,3.3,3.4,3.5,3.5,4.0,4.0
2016,4.2,4.1,3.9,3.5,3.2,3.3,3.3,3.5,3.8,3.5,3.3,4.1,3.6
2017,4.5,4.3,4.1,3.2,2.8,2.9,3.3,3.0,2.7,2.6,2.6,2.8,3.2
2018,3.6,3.2,3.4,2.6,2.5,2.7,2.4,2.5,2.8,2.8,2.7,3.0,2.8
2019,3.4,3.0,3.2,2.6,2.3,2.2,2.4,2.4,2.2,2.2,2.4,2.7,2.6
2020,3.2,3.2,3.7,10.3,,,,,,,,,
